Date,PM2.5,PM10,NO,NO2,NOx,SO2
2020-04-19,31.42,85.46,4.36,30.14,20.16,11.34
2020-04-20,60.58,127.23,8.99,25.6,20.68,19.73
2020-04-21,39.08,88.29,3.82,16.67,11.98,12.21
2020-04-22,66.82,95.23,5.39,29.31,20.22,27.35
2020-04-23,47.46,112.88,4.16,25.41,16.96,19.23
2020-04-24,59.69,117.73,4.81,24.6,17.01,18.69
2020-04-25,28.42,84.96,3.3,17.05,11.76,10.26
2020-04-26,50.38,121.71,3.38,13.49,9.86,15.46
2020-04-27,26.23,61.46,3.09,10.7,8.22,10.32
2020-04-28,42.0,79.68,3.42,19.0,12.69,12.71
2020-04-29,56.65,109.62,3.58,22.71,15.0,12.97
2020-04-30,41.08,108.56,3.16,22.53,14.56,12.45
2020-05-01,60.52,137.4,3.18,20.97,13.76,13.15
2020-05-02,33.17,104.46,2.81,15.44,10.51,12.09
2020-05-03,34.15,84.29,3.15,18.43,12.37,12.26
2020-05-04,26.71,54.97,3.32,18.14,12.37,12.21
2020-05-05,68.29,106.4,4.33,26.92,17.84,13.15
2020-05-06,55.04,154.44,3.59,26.21,17.22,13.32
2020-05-07,32.04,80.74,3.1,22.46,14.48,12.85
2020-05-08,49.77,107.56,3.38,26.44,16.83,12.77
2020-05-09,51.27,115.97,2.84,19.91,12.91,12.87
2020-05-10,42.8,108.34,2.95,20.36,13.23,12.21
2020-05-11,40.0,87.48,3.51,26.8,17.12,12.15
2020-05-12,45.33,92.1,3.04,23.93,15.2,14.11
2020-05-13,66.48,158.68,3.62,28.25,18.29,14.35
2020-05-14,57.84,121.22,7.49,28.45,21.26,12.86
2020-05-15,41.6,100.28,2.18,22.38,13.68,21.24
2020-05-16,69.74,130.0,2.38,20.32,12.76,16.0
2020-05-17,85.27,165.6,3.13,27.37,17.19,29.05
2020-05-18,89.15,153.9,7.16,40.61,30.97,15.5
2020-05-19,103.98,151.57,9.27,50.54,40.39,23.44
2020-05-20,58.31,106.67,4.29,34.84,26.68,14.33
2020-05-21,44.17,143.23,5.38,24.71,17.71,15.03
2020-05-22,92.94,188.01,16.85,72.3,52.18,17.64
2020-05-23,84.0,203.65,13.41,55.15,46.07,12.53
2020-05-24,70.23,181.62,4.23,29.83,19.9,16.63
2020-05-25,52.72,139.54,3.99,31.59,21.42,20.5
2020-05-26,44.12,139.94,9.41,45.89,34.83,10.97
2020-05-27,37.98,135.33,3.26,24.71,16.68,13.64
2020-05-28,37.01,221.77,3.1,12.4,9.94,9.22
2020-05-29,26.35,61.76,3.73,16.13,12.02,10.27
2020-05-30,21.19,41.02,3.76,14.67,11.18,9.39
2020-05-31,21.08,37.62,3.69,16.66,12.58,11.62
2020-06-01,47.65,80.02,4.16,19.09,13.55,17.3
2020-06-02,51.82,92.17,4.3,21.53,14.96,18.25
2020-06-03,48.71,106.48,2.27,26.25,17.56,23.12
2020-06-04,83.85,129.32,8.41,50.06,36.63,23.37
2020-06-05,49.52,76.81,1.86,25.75,15.48,12.64
2020-06-06,32.65,59.47,1.56,18.52,12.5,14.49
2020-06-07,40.5,75.33,1.8,21.22,12.84,11.51
2020-06-08,68.04,92.39,1.99,29.2,17.16,19.98
2020-06-09,62.23,113.43,3.2,32.48,19.89,18.98
2020-06-10,70.58,130.33,4.39,36.1,22.74,19.17
2020-06-11,53.96,114.21,6.19,36.97,27.07,16.92
2020-06-12,61.79,119.89,6.93,51.29,35.12,13.57
2020-06-13,55.06,117.6,3.56,23.1,15.19,10.08
2020-06-14,85.65,140.28,4.8,26.42,17.96,14.93
2020-06-15,46.46,98.36,3.78,23.32,15.49,11.83
2020-06-16,36.38,88.59,3.04,19.25,12.71,12.41
2020-06-17,32.88,80.29,3.23,15.97,11.13,11.84
2020-06-18,34.69,80.86,3.12,17.14,11.67,12.22
2020-06-19,62.06,146.98,3.13,17.53,11.88,12.4
2020-06-20,37.25,115.6,3.79,20.67,14.09,13.28
2020-06-21,43.58,84.92,5.05,24.04,16.9,15.76
2020-06-22,41.25,60.0,3.39,20.62,13.73,12.79
2020-06-23,30.44,44.94,3.65,15.53,11.22,9.99
2020-06-24,34.96,55.08,4.63,18.68,13.71,11.05
2020-06-25,51.85,77.3,5.8,22.1,18.0,21.07
2020-06-26,55.9,96.67,5.44,19.95,15.91,18.37
2020-06-27,43.08,139.46,5.05,24.31,17.05,13.63
2020-06-28,63.96,256.86,6.42,24.42,18.22,10.96
2020-06-29,58.32,159.95,6.28,22.35,17.0,20.14
2020-06-30,42.82,75.04,3.36,16.23,11.37,12.06
2020-07-01,56.25,108.0,3.33,22.65,14.75,14.72
