StationId,Date,PM2.5,PM10,NO,NO2,NOx,SO2
DL001,2018-11-11,232.36,415.28,1.72,79.86,43.87,23.48
DL001,2018-11-12,238.43,348.91,3.25,78.95,44.63,14.38
DL001,2018-11-13,284.83,427.4,19.98,112.54,76.15,21.33
DL001,2018-11-14,150.41,214.16,6.35,96.17,56.3,12.74
DL001,2018-11-15,106.11,154.36,7.36,77.52,47.21,12.46
DL001,2018-11-16,146.23,211.34,2.01,60.29,33.65,11.64
DL001,2018-11-17,166.78,271.76,9.92,80.35,50.84,14.0
DL001,2018-11-18,218.54,346.77,23.88,99.55,72.53,19.79
DL001,2018-11-19,226.92,355.95,2.1,77.91,43.2,21.25
DL001,2018-11-20,,343.06,5.54,88.63,51.62,21.54
DL001,2018-11-21,,341.64,8.6,89.14,54.41,16.33
DL001,2018-11-22,,322.6,32.47,90.9,74.74,27.2
DL001,2018-11-23,,326.01,41.06,74.83,73.32,19.57
DL001,2018-11-24,86.52,206.06,2.71,57.95,33.01,18.24
DL001,2018-11-25,149.96,286.75,23.18,70.8,56.56,20.71
DL001,2018-11-26,182.33,353.69,59.33,78.23,89.98,30.86
DL001,2018-11-27,257.98,451.85,65.68,91.0,101.91,20.45
DL001,2018-11-28,230.46,372.59,18.9,92.46,64.62,17.92
DL001,2018-11-29,231.73,382.21,47.3,93.14,88.08,17.74
DL001,2018-11-30,205.27,369.52,25.03,89.45,68.0,22.29
DL001,2018-12-01,153.38,293.42,45.03,89.3,84.19,24.68
DL001,2018-12-02,179.6,341.4,90.5,84.61,118.78,24.2
DL001,2018-12-03,206.33,408.02,107.27,97.41,139.24,26.46
DL001,2018-12-04,245.3,473.36,153.62,114.4,186.08,24.45
DL001,2018-12-05,206.46,380.36,99.65,102.06,135.81,22.97
DL001,2018-12-06,228.9,386.96,133.84,96.67,160.48,20.69
DL001,2018-12-07,191.86,354.11,51.83,89.74,89.96,18.61
DL001,2018-12-08,221.01,354.38,38.04,82.11,74.68,24.31
DL001,2018-12-09,216.12,336.65,64.08,80.47,94.94,34.31
DL001,2018-12-10,259.24,383.93,8.31,88.15,53.53,21.26
DL001,2018-12-11,252.92,365.9,8.01,79.75,48.92,19.72
DL001,2018-12-12,210.33,290.5,7.68,73.71,45.47,21.13
DL001,2018-12-13,78.0,115.42,5.47,61.26,37.06,18.57
DL001,2018-12-14,98.81,158.25,9.09,68.82,44.01,18.66
DL001,2018-12-15,122.35,189.48,3.44,75.64,43.04,22.14
DL001,2018-12-16,158.71,234.88,12.01,88.82,57.03,24.59
DL001,2018-12-17,194.64,315.25,49.7,103.13,95.39,22.4
DL001,2018-12-18,210.9,328.62,22.17,102.5,72.63,27.25
DL001,2018-12-19,255.17,380.98,32.73,106.54,83.34,28.56
DL001,2018-12-20,322.01,464.68,100.45,103.84,137.0,30.89
DL001,2018-12-21,263.78,379.29,30.25,112.07,84.27,24.61
DL001,2018-12-22,323.31,429.93,24.87,90.08,68.16,25.9
DL001,2018-12-23,334.3,419.71,14.47,82.4,55.59,19.42
DL001,2018-12-24,323.21,473.4,67.91,103.51,110.46,25.14
DL001,2018-12-25,225.67,319.67,7.96,100.38,59.82,19.63
DL001,2018-12-26,259.79,355.73,24.23,85.29,65.14,23.22
DL001,2018-12-27,281.79,384.12,30.34,89.3,72.21,25.1
DL001,2018-12-28,258.83,364.96,8.48,101.6,60.94,23.12
DL001,2018-12-29,284.56,399.62,34.93,96.16,79.55,23.12
DL001,2018-12-30,366.15,527.44,82.55,97.56,119.24,35.08
DL001,2018-12-31,290.83,446.31,66.44,102.37,108.62,25.76
DL001,2019-01-01,306.07,452.78,38.92,109.82,90.07,24.91
DL001,2019-01-02,336.7,464.34,13.35,112.25,70.58,24.39
DL001,2019-01-03,374.92,521.04,66.56,113.32,114.47,25.61
DL001,2019-01-04,223.22,346.24,11.36,100.65,62.78,18.83
DL001,2019-01-05,227.69,328.38,9.62,92.93,57.24,21.61
DL001,2019-01-06,150.23,196.81,2.24,91.81,50.66,22.62
DL001,2019-01-07,160.04,232.15,21.32,93.72,67.21,33.27
DL001,2019-01-08,145.99,213.74,5.27,93.47,54.01,25.4
DL001,2019-01-09,137.49,208.98,2.75,87.13,48.5,25.3
DL001,2019-01-10,173.01,261.53,16.77,90.15,61.63,28.39
DL001,2019-01-11,233.23,316.89,28.19,81.96,66.54,25.91
DL001,2019-01-12,340.67,477.17,56.45,111.59,105.36,30.26
DL001,2019-01-13,250.61,360.51,17.29,92.03,63.04,26.51
DL001,2019-01-14,89.57,143.26,2.11,71.63,39.71,25.02
DL001,2019-01-15,148.67,220.28,14.51,78.43,53.57,28.56
DL001,2019-01-16,292.53,424.49,57.22,88.84,93.9,29.14
DL001,2019-01-17,313.23,428.55,33.73,94.69,77.8,31.81
DL001,2019-01-18,159.64,317.48,19.41,85.76,61.87,21.41
DL001,2019-01-19,253.98,387.35,33.91,84.56,72.6,30.1
DL001,2019-01-20,261.19,382.36,42.1,100.53,87.81,33.34
DL001,2019-01-21,191.15,321.77,6.67,95.19,56.02,26.78
DL001,2019-01-22,39.77,46.11,2.14,52.05,29.42,21.19
DL001,2019-01-23,104.21,162.48,39.24,56.0,61.83,25.83
DL001,2019-01-24,102.38,160.79,8.33,50.07,33.41,21.38
DL001,2019-01-25,76.2,113.33,2.76,53.11,30.51,31.74
DL001,2019-01-26,88.94,135.61,2.73,45.81,26.61,23.34
DL001,2019-01-27,134.78,187.45,2.47,50.17,28.69,31.13
DL001,2019-01-28,134.51,191.59,3.48,59.23,34.51,33.68
DL001,2019-01-29,150.18,201.94,11.29,74.31,48.66,33.63
DL001,2019-01-30,215.42,332.88,17.04,80.33,56.66,51.55
DL001,2019-01-31,177.19,264.65,10.36,88.54,55.53,30.23
DL001,2019-02-01,191.46,252.49,2.51,85.07,47.28,27.0
DL001,2019-02-02,172.49,244.02,2.52,61.92,34.99,21.83
DL001,2019-02-03,118.16,183.55,6.38,60.17,37.18,17.41
DL001,2019-02-04,154.48,267.85,23.16,66.74,54.34,26.51
DL001,2019-02-05,217.08,332.66,31.2,76.32,66.03,31.57
DL001,2019-02-06,213.33,311.04,17.63,85.95,60.09,27.71
DL001,2019-02-07,70.52,101.02,1.82,54.99,30.69,23.19
DL001,2019-02-08,65.52,126.5,25.78,44.6,44.75,26.44
DL001,2019-02-09,77.25,140.38,4.53,43.58,26.88,26.43
DL001,2019-02-10,136.12,235.95,21.15,57.05,47.56,31.38
DL001,2019-02-11,143.03,264.55,40.15,67.05,68.45,34.81
DL001,2019-02-12,184.27,331.94,56.11,77.97,87.2,33.97
DL001,2019-02-13,194.29,317.64,24.79,98.51,72.61,30.17
DL001,2019-02-14,174.76,246.32,13.33,81.38,54.15,28.4
DL001,2019-02-15,120.54,157.0,2.75,55.38,31.69,31.67
DL001,2019-02-16,106.16,155.68,2.63,46.76,27.03,28.29
DL001,2019-02-17,88.43,152.27,5.03,48.69,30.0,23.72
DL001,2019-02-18,99.77,179.26,9.98,65.83,43.19,29.73
DL001,2019-02-19,125.07,192.4,7.38,64.35,40.32,24.55
DL001,2019-02-20,87.22,123.58,3.12,56.47,32.55,21.91
DL001,2019-02-21,68.33,142.6,5.38,56.59,34.46,27.83
DL001,2019-02-22,65.97,118.76,5.54,50.62,31.44,22.7
DL001,2019-02-23,56.01,94.75,2.28,41.08,23.71,28.39
DL001,2019-02-24,89.86,147.35,2.85,49.86,28.85,27.09
DL001,2019-02-25,103.56,178.31,37.53,50.43,57.42,27.48
DL001,2019-02-26,52.27,82.18,2.21,43.15,24.71,26.89
DL001,2019-02-27,42.78,68.55,3.01,36.94,22.1,22.35
DL001,2019-02-28,96.78,176.32,31.78,48.31,51.65,25.37
DL001,2019-03-01,102.65,195.23,30.32,53.27,52.95,27.29
DL001,2019-03-02,138.18,223.32,20.19,71.38,54.39,29.02
DL001,2019-03-03,61.74,81.4,2.16,40.92,23.53,25.56
DL001,2019-03-04,76.2,114.85,10.49,47.07,33.59,26.95
DL001,2019-03-05,71.82,135.15,5.63,43.7,27.84,26.19
DL001,2019-03-06,75.3,145.7,5.53,46.15,29.03,33.07
DL001,2019-03-07,112.4,228.88,34.59,50.36,55.0,28.78
DL001,2019-03-08,85.0,170.94,9.8,52.71,36.01,33.58
DL001,2019-03-09,65.6,149.44,11.06,50.46,35.84,32.84
DL001,2019-03-10,71.05,142.16,3.11,47.49,27.81,32.02
DL001,2019-03-11,82.89,180.43,2.66,55.22,31.54,33.41
DL001,2019-03-12,48.06,98.41,1.8,53.98,30.21,20.28
DL001,2019-03-13,82.93,198.24,12.02,69.66,46.86,41.53
DL001,2019-03-14,98.48,193.17,32.67,68.35,62.91,27.79
DL001,2019-03-15,59.9,119.92,21.8,56.28,47.72,25.61
DL001,2019-03-16,60.85,114.67,1.85,52.28,29.31,27.45
DL001,2019-03-17,89.79,176.02,7.87,63.46,40.18,33.96
DL001,2019-03-18,99.12,202.06,9.52,68.13,44.01,33.74
DL001,2019-03-19,96.73,203.6,15.7,69.69,49.88,29.0
DL001,2019-03-20,140.0,292.39,7.63,88.56,53.32,42.86
DL001,2019-03-21,69.01,124.15,2.18,52.74,29.85,29.84
DL001,2019-03-22,31.32,95.18,1.75,47.51,26.69,33.41
DL001,2019-03-23,55.09,122.89,1.64,40.25,22.74,32.74
DL001,2019-03-24,49.38,116.66,2.27,45.1,25.88,29.48
DL001,2019-03-25,69.76,146.0,2.53,47.47,27.3,33.37
DL001,2019-03-26,75.99,161.7,3.85,50.56,30.05,33.65
DL001,2019-03-27,97.44,200.95,11.08,56.96,39.36,47.47
DL001,2019-03-28,148.67,287.52,32.64,61.87,59.5,58.83
DL001,2019-03-29,108.11,268.06,46.5,71.9,76.15,29.56
DL001,2019-03-30,115.47,250.0,39.08,73.56,70.99,37.24
DL001,2019-03-31,57.07,159.57,2.39,49.75,28.41,33.17
DL001,2019-04-01,52.88,153.33,1.78,43.58,24.63,36.33
DL001,2019-04-02,115.65,249.6,9.06,60.96,39.79,54.52
DL001,2019-04-03,96.58,214.22,3.79,52.54,31.03,50.38
DL001,2019-04-04,140.64,226.98,19.8,65.89,51.25,52.75
DL001,2019-04-05,136.29,329.12,46.98,76.93,79.22,51.5
DL001,2019-04-06,101.55,288.98,6.15,59.65,36.75,46.88
DL001,2019-04-07,152.39,321.6,4.56,71.3,41.63,43.04
DL001,2019-04-08,79.55,301.14,3.96,64.89,37.84,31.9
DL001,2019-04-09,113.04,220.71,4.83,60.78,36.3,37.28
DL001,2019-04-10,97.17,247.14,20.21,68.5,52.58,34.69
DL001,2019-04-11,70.62,205.31,6.69,63.37,39.12,39.12
DL001,2019-04-12,45.26,185.83,1.92,54.4,30.46,28.83
DL001,2019-04-13,45.56,167.56,3.62,50.53,29.81,32.89
DL001,2019-04-14,43.95,178.23,2.17,53.29,30.11,33.64
DL001,2019-04-15,40.3,173.14,4.65,56.93,34.07,43.47
DL001,2019-04-16,39.35,184.54,2.37,41.06,23.78,24.0
DL001,2019-04-17,27.18,64.89,1.76,36.63,20.92,22.24
DL001,2019-04-18,39.6,91.24,1.79,36.3,20.77,21.55
DL001,2019-04-19,61.83,163.79,12.39,59.19,41.57,42.37
DL001,2019-04-20,108.46,224.83,5.14,60.88,36.59,59.69
DL001,2019-04-21,120.9,297.9,26.98,62.14,55.05,49.48
DL001,2019-04-22,88.33,239.69,3.96,58.47,34.33,41.43
DL001,2019-04-23,92.44,276.35,24.07,65.58,54.5,42.21
DL001,2019-04-24,113.81,345.66,1.74,59.23,32.93,47.29
DL001,2019-04-25,83.29,271.56,1.77,56.56,31.54,32.86
DL001,2019-04-26,80.25,262.32,9.35,61.3,40.24,39.93
DL001,2019-04-27,56.02,285.07,2.32,51.58,29.32,41.06
DL001,2019-04-28,,,,,,
DL001,2019-04-29,,,,,,
DL001,2019-04-30,,,,,,
DL001,2019-05-01,,,,,,
DL001,2019-05-02,,,,,,
DL001,2019-05-03,,,,,,
DL001,2019-05-04,,,,,,
DL001,2019-05-05,,,,,,
DL001,2019-05-06,,,,,,
DL001,2019-05-07,77.36,352.23,7.66,48.08,31.56,49.51
DL001,2019-05-08,183.42,479.9,30.69,58.25,56.0,60.64
DL001,2019-05-09,155.09,439.92,10.06,55.78,37.86,52.69
DL001,2019-05-10,104.84,386.59,2.18,31.66,18.61,37.9
DL001,2019-05-11,100.03,263.7,7.53,39.94,27.38,43.99
DL001,2019-05-12,157.41,373.25,1.78,43.07,24.35,36.04
DL001,2019-05-13,139.67,340.49,3.05,45.3,26.57,62.73
DL001,2019-05-14,53.26,112.1,1.67,41.67,23.5,24.51
DL001,2019-05-15,83.8,160.89,2.49,61.12,34.63,33.6
DL001,2019-05-16,69.77,181.85,7.93,66.18,41.71,32.12
DL001,2019-05-17,85.39,353.84,21.68,59.52,49.33,30.87
DL001,2019-05-18,36.67,89.75,2.19,43.8,25.04,27.86
DL001,2019-05-19,76.85,164.47,1.65,43.14,24.29,39.64
DL001,2019-05-20,103.42,290.97,13.15,54.8,39.86,44.19
DL001,2019-05-21,81.82,224.82,4.83,41.8,26.23,43.16
DL001,2019-05-22,67.4,237.66,10.35,47.28,33.76,40.96
DL001,2019-05-23,124.27,340.29,21.15,50.0,43.83,56.15
DL001,2019-05-24,41.19,119.02,12.95,67.59,46.5,27.25
DL001,2019-05-25,38.48,113.56,1.78,38.32,21.83,30.0
DL001,2019-05-26,57.58,149.35,1.82,36.68,20.99,44.29
DL001,2019-05-27,86.75,204.25,3.88,43.48,26.29,47.26
DL001,2019-05-28,38.32,214.21,10.13,43.5,31.38,41.45
DL001,2019-05-29,88.54,237.08,4.56,50.33,30.49,54.06
DL001,2019-05-30,108.24,302.41,18.73,49.99,41.8,58.61
DL001,2019-05-31,83.48,367.41,13.22,39.68,31.79,50.9
DL001,2019-06-01,114.97,338.21,21.65,51.57,45.1,57.16
DL001,2019-06-02,75.04,212.7,1.6,43.51,24.45,35.95
DL001,2019-06-03,65.8,326.56,1.64,40.05,22.63,40.93
DL001,2019-06-04,53.5,166.3,1.51,29.67,17.03,37.08
DL001,2019-06-05,85.5,211.79,2.46,39.74,23.15,42.31
DL001,2019-06-06,71.9,283.85,5.08,46.54,28.86,35.69
DL001,2019-06-07,57.23,135.17,1.53,33.03,18.61,37.31
DL001,2019-06-08,84.58,255.29,9.98,67.76,44.16,10.22
DL001,2019-06-09,103.58,288.27,29.68,68.96,60.85,13.62
DL001,2019-06-10,76.8,281.34,21.43,66.35,52.79,10.66
DL001,2019-06-11,96.91,460.96,17.95,47.01,39.71,11.57
DL001,2019-06-12,54.67,236.23,2.5,28.9,17.42,9.51
DL001,2019-06-13,47.61,174.77,2.19,34.96,20.38,10.5
DL001,2019-06-14,55.16,212.27,2.65,36.21,21.43,10.73
DL001,2019-06-15,77.23,289.33,9.53,36.73,27.6,12.17
DL001,2019-06-16,36.84,178.24,1.54,17.82,10.74,9.71
DL001,2019-06-17,36.5,135.48,1.66,22.57,13.34,9.89
DL001,2019-06-18,29.27,52.07,1.96,28.59,16.77,8.87
DL001,2019-06-19,70.51,199.18,4.3,50.68,30.49,11.25
DL001,2019-06-20,43.29,128.21,2.88,43.78,25.63,9.48
DL001,2019-06-21,84.35,187.02,2.06,46.14,26.23,11.56
DL001,2019-06-22,58.41,170.03,5.45,53.29,32.77,10.07
DL001,2019-06-23,48.52,131.7,1.65,21.36,12.72,9.86
DL001,2019-06-24,27.5,65.61,2.03,68.16,37.92,10.61
DL001,2019-06-25,52.39,87.12,1.89,39.89,22.74,12.46
DL001,2019-06-26,68.88,138.54,1.87,38.69,21.94,12.12
DL001,2019-06-27,57.99,272.83,6.46,53.69,33.82,10.56
DL001,2019-06-28,63.54,263.96,5.56,40.48,26.04,13.42
DL001,2019-06-29,56.67,321.73,4.03,31.33,19.95,12.01
DL001,2019-06-30,57.22,236.9,13.92,38.21,31.66,9.48
DL001,2019-07-01,56.25,178.12,1.84,35.55,20.41,10.29
DL001,2019-07-02,60.62,211.25,1.39,35.21,19.86,8.55
DL001,2019-07-03,49.02,122.12,1.19,39.06,21.75,8.66
DL001,2019-07-04,38.08,74.12,1.58,37.43,21.19,10.58
DL001,2019-07-05,47.45,75.03,2.85,49.05,28.41,23.86
DL001,2019-07-06,42.46,74.21,3.21,51.4,29.99,21.37
DL001,2019-07-07,43.8,70.18,1.11,32.24,18.05,23.36
DL001,2019-07-08,54.62,140.25,2.16,42.45,24.34,18.98
DL001,2019-07-09,45.06,116.09,2.66,45.04,26.1,15.52
DL001,2019-07-10,75.38,348.01,2.1,44.93,25.69,19.47
DL001,2019-07-11,75.09,391.74,1.53,31.5,18.0,16.59
DL001,2019-07-12,83.25,404.52,1.37,38.67,21.55,13.05
DL001,2019-07-13,58.62,378.14,0.9,26.93,14.92,12.97
DL001,2019-07-14,46.96,232.4,1.03,26.6,14.99,11.83
DL001,2019-07-15,29.9,91.27,1.37,27.28,15.67,12.99
DL001,2019-07-16,25.25,39.54,1.09,26.22,14.84,11.8
DL001,2019-07-17,24.15,36.65,1.12,23.82,13.61,10.79
DL001,2019-07-18,32.23,57.92,1.42,34.34,19.42,11.85
DL001,2019-07-19,71.08,138.35,2.9,42.43,24.95,20.86
DL001,2019-07-20,43.86,84.22,1.66,47.05,26.47,11.64
DL001,2019-07-21,55.2,85.48,2.14,43.25,24.72,11.15
DL001,2019-07-22,53.82,80.07,1.96,46.47,26.17,10.42
DL001,2019-07-23,49.88,77.04,1.49,67.93,37.33,9.93
DL001,2019-07-24,65.75,152.15,2.7,68.72,38.75,11.27
DL001,2019-07-25,19.18,44.81,1.72,55.82,31.07,10.2
DL001,2019-07-26,34.31,43.86,1.33,41.42,23.12,12.76
DL001,2019-07-27,24.82,20.09,1.21,26.91,15.3,10.06
DL001,2019-07-28,21.0,23.73,1.25,27.88,15.86,11.31
DL001,2019-07-29,20.23,30.11,1.21,36.57,20.7,12.79
DL001,2019-07-30,24.44,36.65,1.31,45.32,25.17,11.29
DL001,2019-07-31,26.58,43.81,1.13,39.98,22.19,11.51
DL001,2019-08-01,36.19,70.67,1.51,43.99,24.62,13.79
DL001,2019-08-02,21.33,54.96,1.57,50.81,28.29,11.31
DL001,2019-08-03,27.1,37.19,1.45,43.95,24.56,10.22
DL001,2019-08-04,35.17,49.98,1.51,48.23,26.88,12.42
DL001,2019-08-05,56.25,88.45,3.95,66.31,38.45,15.22
DL001,2019-08-06,50.96,77.29,4.98,70.76,41.71,10.66
DL001,2019-08-07,24.22,29.95,3.06,48.51,28.3,12.3
DL001,2019-08-08,22.54,34.75,1.51,32.67,18.61,12.84
DL001,2019-08-09,11.54,24.31,0.99,24.8,13.93,11.88
DL001,2019-08-10,18.38,27.38,1.25,24.0,13.77,12.44
DL001,2019-08-11,31.0,54.17,1.33,39.64,23.15,13.1
DL001,2019-08-12,23.12,51.64,1.75,47.33,26.6,12.01
DL001,2019-08-13,22.85,42.51,3.28,47.21,27.77,10.98
DL001,2019-08-14,24.55,30.97,1.67,38.25,21.71,11.73
DL001,2019-08-15,20.74,34.86,1.94,35.06,20.23,10.46
DL001,2019-08-16,12.55,18.06,1.01,18.55,10.69,10.65
DL001,2019-08-17,10.06,10.75,1.35,17.53,10.43,10.06
DL001,2019-08-18,12.17,11.54,1.31,17.46,10.37,10.43
DL001,2019-08-19,35.17,52.6,3.79,26.92,17.4,10.5
DL001,2019-08-20,34.21,65.97,4.93,34.44,22.34,11.47
DL001,2019-08-21,45.26,106.77,3.22,37.21,22.41,10.62
DL001,2019-08-22,47.99,112.25,7.79,71.43,44.34,10.0
DL001,2019-08-23,54.67,126.7,23.44,65.71,54.08,11.17
DL001,2019-08-24,54.58,111.58,8.95,56.1,37.12,10.8
DL001,2019-08-25,52.11,79.86,1.87,48.46,27.36,12.09
DL001,2019-08-26,15.35,30.65,1.39,30.86,17.55,10.87
DL001,2019-08-27,29.75,52.36,2.5,26.98,16.16,11.11
DL001,2019-08-28,35.05,65.11,1.9,34.71,20.01,12.26
DL001,2019-08-29,33.86,69.07,1.43,31.41,17.78,12.06
DL001,2019-08-30,37.62,76.48,1.47,36.56,20.64,12.36
DL001,2019-08-31,53.08,99.65,2.08,34.86,20.24,10.18
DL001,2019-09-01,37.32,67.0,1.43,40.3,22.61,10.04
DL001,2019-09-02,37.23,62.71,1.68,36.54,20.81,10.89
DL001,2019-09-03,69.71,127.75,3.84,38.9,23.84,12.66
DL001,2019-09-04,58.12,115.92,2.74,41.27,24.19,12.2
DL001,2019-09-05,31.29,62.23,1.41,36.34,20.48,11.35
DL001,2019-09-06,32.19,77.5,2.13,39.6,22.8,12.28
DL001,2019-09-07,34.06,75.58,3.05,41.56,24.56,10.79
DL001,2019-09-08,24.6,44.23,1.26,26.83,15.3,11.47
DL001,2019-09-09,50.85,98.6,1.49,28.81,16.54,13.33
DL001,2019-09-10,51.02,93.19,3.19,32.35,19.81,10.65
DL001,2019-09-11,73.4,146.31,2.31,39.03,22.66,11.68
DL001,2019-09-12,53.1,109.48,1.65,45.13,25.34,10.18
DL001,2019-09-13,32.67,71.21,1.33,36.66,20.59,11.1
DL001,2019-09-14,24.64,50.83,1.25,27.75,15.77,10.04
DL001,2019-09-15,28.75,47.73,1.3,25.54,14.64,9.42
DL001,2019-09-16,49.98,100.67,6.72,36.49,24.88,10.02
DL001,2019-09-17,52.58,104.31,1.97,34.85,20.14,10.25
DL001,2019-09-18,32.61,71.81,1.23,30.62,17.29,13.55
DL001,2019-09-19,17.17,40.71,1.03,20.78,11.9,13.76
DL001,2019-09-20,38.12,78.35,1.71,30.01,17.35,16.35
DL001,2019-09-21,60.4,103.46,5.39,37.89,24.58,14.04
DL001,2019-09-22,31.81,52.5,4.99,47.46,29.53,10.32
DL001,2019-09-23,26.15,46.15,1.26,36.9,20.66,12.32
DL001,2019-09-24,28.42,58.85,4.64,39.32,24.71,9.78
DL001,2019-09-25,26.98,58.44,2.1,37.11,21.46,9.0
DL001,2019-09-26,20.48,42.6,1.42,30.45,17.36,10.54
DL001,2019-09-27,14.0,30.0,1.05,20.53,11.78,12.49
DL001,2019-09-28,18.79,39.56,1.85,22.31,13.37,13.16
DL001,2019-09-29,16.2,30.37,1.33,21.24,12.38,14.19
DL001,2019-09-30,30.5,60.81,1.85,24.73,14.66,13.56
DL001,2019-10-01,40.6,83.08,3.64,34.48,21.3,13.75
DL001,2019-10-02,37.8,66.03,6.37,33.32,22.92,16.69
DL001,2019-10-03,47.76,94.13,3.27,34.13,20.82,17.05
DL001,2019-10-04,39.07,75.68,3.38,36.32,23.3,13.89
DL001,2019-10-05,35.93,88.98,6.2,33.47,22.86,11.8
DL001,2019-10-06,50.79,112.67,2.14,36.97,21.47,11.36
DL001,2019-10-07,46.65,108.65,1.33,32.17,18.19,12.4
DL001,2019-10-08,36.5,89.96,1.23,26.17,14.93,11.33
DL001,2019-10-09,74.35,135.21,3.22,29.93,18.55,15.6
DL001,2019-10-10,107.94,198.83,27.14,43.18,45.07,19.84
DL001,2019-10-11,105.77,213.26,22.96,51.72,46.24,15.91
DL001,2019-10-12,102.75,190.57,22.79,45.94,42.94,18.12
DL001,2019-10-13,135.48,248.48,21.71,54.77,46.91,17.35
DL001,2019-10-14,125.23,243.29,16.7,53.93,42.3,15.82
DL001,2019-10-15,140.23,266.4,21.48,62.23,50.6,16.14
DL001,2019-10-16,145.71,241.42,3.45,51.58,30.25,14.17
DL001,2019-10-17,127.4,211.52,1.42,50.69,28.12,14.63
DL001,2019-10-18,111.95,205.98,1.53,56.59,31.35,15.3
DL001,2019-10-19,68.2,122.67,7.38,62.18,39.08,16.03
DL001,2019-10-20,89.3,168.07,12.88,58.94,41.85,14.32
DL001,2019-10-21,115.98,216.65,12.67,58.22,41.32,15.21
DL001,2019-10-22,104.22,218.96,10.12,61.36,40.45,20.24
DL001,2019-10-23,131.24,265.94,23.58,75.87,59.56,19.26
DL001,2019-10-24,173.33,265.83,8.21,64.28,40.85,20.24
DL001,2019-10-25,145.95,226.47,3.41,70.99,40.52,17.68
DL001,2019-10-26,163.65,264.74,23.93,75.75,59.79,16.39
DL001,2019-10-27,198.38,315.9,28.47,67.59,59.17,18.42
DL001,2019-10-28,220.14,314.86,3.39,55.36,32.21,21.68
DL001,2019-10-29,295.35,421.79,17.6,78.11,55.88,17.35
DL001,2019-10-30,331.69,511.9,50.27,97.15,92.61,18.6
DL001,2019-10-31,351.58,556.2,72.09,103.44,113.7,22.79
DL001,2019-11-01,366.12,549.73,16.65,87.92,60.32,21.55
DL001,2019-11-02,323.19,465.21,11.0,76.27,49.54,24.29
DL001,2019-11-03,734.56,830.1,20.72,85.46,62.22,20.49
DL001,2019-11-04,332.56,461.98,1.91,43.24,24.52,20.31
DL001,2019-11-05,229.77,354.08,9.32,61.12,40.16,21.97
DL001,2019-11-06,120.34,241.08,27.53,79.57,64.74,18.81
DL001,2019-11-07,169.36,261.36,6.34,70.31,42.56,21.34
DL001,2019-11-08,122.95,202.02,14.61,69.37,48.82,21.01
DL001,2019-11-09,136.98,224.02,15.13,59.17,43.81,20.6
DL001,2019-11-10,192.41,293.94,7.95,67.4,42.36,23.61
DL001,2019-11-11,256.29,381.32,14.57,80.18,54.47,26.9
DL001,2019-11-12,389.0,538.72,41.86,89.04,81.72,21.99
DL001,2019-11-13,365.8,518.57,30.95,95.73,75.95,25.78
DL001,2019-11-14,298.23,473.84,52.64,98.58,95.39,24.43
DL001,2019-11-15,371.9,540.09,34.73,98.32,80.59,19.89
DL001,2019-11-16,146.14,262.77,5.19,56.3,34.23,18.98
DL001,2019-11-17,96.51,161.31,2.35,39.39,22.89,17.67
DL001,2019-11-18,132.62,220.04,6.91,49.16,31.79,16.84
DL001,2019-11-19,143.5,265.1,24.89,67.92,56.46,19.29
DL001,2019-11-20,193.27,342.15,40.45,67.4,68.79,22.86
DL001,2019-11-21,191.79,316.6,11.14,67.65,45.04,20.27
DL001,2019-11-22,211.15,380.75,36.92,88.77,77.3,26.05
DL001,2019-11-23,116.54,207.77,4.85,54.56,32.97,19.13
DL001,2019-11-24,82.92,153.33,2.43,43.73,25.25,16.12
DL001,2019-11-25,104.92,189.98,8.7,48.66,32.96,18.36
DL001,2019-11-26,91.46,174.06,4.36,47.23,28.68,27.51
DL001,2019-11-27,47.02,91.2,3.66,35.91,22.1,19.13
DL001,2019-11-28,24.76,45.07,2.19,24.24,14.68,10.05
DL001,2019-11-29,40.33,76.52,9.96,39.9,29.35,8.01
DL001,2019-11-30,85.69,157.94,12.8,54.03,39.23,11.8
DL001,2019-12-01,118.75,214.96,5.62,59.37,33.66,9.95
DL001,2019-12-02,,,,,,
DL001,2019-12-03,128.12,226.35,25.01,98.09,72.58,14.02
DL001,2019-12-04,210.49,321.94,49.59,94.14,90.51,23.38
DL001,2019-12-05,275.77,409.86,88.74,117.57,134.87,19.77
DL001,2019-12-06,269.35,387.29,53.64,112.33,103.4,28.47
DL001,2019-12-07,154.36,310.58,40.86,82.23,77.05,19.4
DL001,2019-12-08,273.82,428.26,96.42,86.62,124.43,17.58
DL001,2019-12-09,224.62,356.18,79.81,88.29,112.08,16.15
DL001,2019-12-10,249.81,386.86,54.4,89.67,92.04,14.31
DL001,2019-12-11,333.91,452.86,21.01,86.18,62.99,19.07
DL001,2019-12-12,303.55,393.42,4.3,72.37,41.84,19.67
DL001,2019-12-13,86.82,110.94,2.34,36.47,21.31,13.54
DL001,2019-12-14,59.38,96.82,15.28,38.18,32.78,11.91
DL001,2019-12-15,85.81,128.54,8.44,37.92,27.06,13.23
DL001,2019-12-16,73.94,107.1,2.33,42.63,24.57,10.88
DL001,2019-12-17,99.25,126.38,10.32,62.96,41.85,11.19
DL001,2019-12-18,131.98,166.73,4.83,62.6,37.19,11.24
DL001,2019-12-19,297.12,367.48,20.2,81.89,60.03,11.55
