Date,StationId,PM2.5,PM10,NO,NO2,NOx,SO2
2019-08-24,DL024,61.41,137.69,31.7,43.17,46.81,9.72
2019-08-25,DL024,29.12,59.42,15.49,30.62,26.92,10.56
2019-08-26,DL024,17.76,55.36,20.9,29.29,30.6,10.78
2019-08-27,DL024,28.83,81.19,27.78,34.14,38.8,12.02
2019-08-28,DL024,35.67,90.5,32.09,36.39,43.53,9.5
2019-08-29,DL024,33.41,78.08,15.52,32.36,27.87,7.62
2019-08-30,DL024,30.45,78.4,13.17,33.46,26.52,7.82
2019-08-31,DL024,58.21,107.96,12.77,33.74,26.37,8.92
2019-09-01,DL024,27.69,69.03,15.01,37.29,30.09,10.25
2019-09-02,DL024,48.95,96.52,13.63,26.64,23.28,10.44
2019-09-03,DL024,71.64,133.45,10.31,47.9,31.84,9.86
2019-09-04,DL024,73.21,137.02,10.09,29.73,22.04,9.73
2019-09-05,DL024,28.0,75.17,16.86,33.07,29.34,9.24
2019-09-06,DL024,28.4,74.41,16.52,30.74,27.81,10.45
2019-09-07,DL024,28.84,74.02,17.73,29.64,28.18,8.47
2019-09-08,DL024,35.94,79.29,11.85,25.46,21.19,12.22
2019-09-09,DL024,65.76,127.3,14.1,31.31,26.15,8.34
2019-09-10,DL024,71.09,142.62,22.63,42.62,39.02,10.56
2019-09-11,DL024,80.04,170.93,29.28,52.41,49.63,8.91
2019-09-12,DL024,54.85,115.71,18.61,46.24,37.78,13.14
2019-09-13,DL024,29.11,72.27,15.22,34.58,28.81,11.72
2019-09-14,DL024,22.85,60.79,9.31,23.72,18.22,13.43
2019-09-15,DL024,33.72,70.39,17.81,26.9,26.84,13.3
2019-09-16,DL024,67.0,132.42,18.59,27.29,27.69,10.66
2019-09-17,DL024,59.57,132.48,10.5,25.13,19.92,13.64
2019-09-18,DL024,33.89,98.79,9.78,20.43,16.84,11.95
2019-09-19,DL024,19.72,59.71,8.6,15.03,12.99,12.02
2019-09-20,DL024,33.5,92.4,16.97,22.25,23.67,10.84
2019-09-21,DL024,39.11,88.66,15.84,18.73,20.9,12.15
2019-09-22,DL024,22.64,60.5,15.11,17.9,19.83,11.0
2019-09-23,DL024,29.11,74.43,15.93,18.39,20.78,13.18
2019-09-24,DL024,38.15,93.24,20.55,23.6,27.35,10.83
2019-09-25,DL024,26.1,73.83,16.71,23.4,24.05,10.04
2019-09-26,DL024,17.58,52.28,12.18,17.47,17.23,11.34
2019-09-27,DL024,10.52,41.72,12.1,18.57,18.34,13.15
2019-09-28,DL024,16.27,47.82,12.17,24.59,23.0,12.76
2019-09-29,DL024,12.8,37.03,9.37,21.76,19.21,9.5
2019-09-30,DL024,27.73,74.17,22.16,32.67,35.45,8.96
2019-10-01,DL024,29.85,77.33,24.19,31.94,36.71,7.41
2019-10-02,DL024,46.35,97.15,27.9,32.33,39.92,12.62
2019-10-03,DL024,52.5,122.02,37.44,41.53,52.63,11.35
2019-10-04,DL024,46.89,97.45,16.19,38.97,33.91,10.23
2019-10-05,DL024,45.26,105.5,16.51,33.7,31.38,9.56
2019-10-06,DL024,59.74,132.42,9.01,36.18,26.59,11.5
2019-10-07,DL024,61.61,137.29,3.75,31.55,19.84,11.84
2019-10-08,DL024,58.84,123.6,12.36,30.83,26.48,11.72
2019-10-09,DL024,105.11,208.0,72.24,47.11,84.0,14.01
2019-10-10,DL024,95.92,194.3,34.88,51.3,55.72,11.13
2019-10-11,DL024,106.12,195.75,38.83,54.92,60.87,11.25
2019-10-12,DL024,107.91,200.5,35.65,52.22,56.84,13.87
2019-10-13,DL024,143.09,249.51,54.69,52.63,72.6,11.71
2019-10-14,DL024,115.22,218.64,46.13,51.61,65.16,11.17
2019-10-15,DL024,157.18,297.98,66.51,60.25,86.31,12.06
2019-10-16,DL024,147.39,276.5,47.2,58.63,69.69,12.8
2019-10-17,DL024,120.33,230.15,29.22,52.37,51.66,13.92
2019-10-18,DL024,95.26,206.02,17.93,45.83,38.96,12.53
2019-10-19,DL024,81.11,170.93,30.51,51.4,52.21,16.45
2019-10-20,DL024,115.81,205.92,18.66,43.91,37.62,14.57
2019-10-21,DL024,127.74,236.28,21.12,46.12,41.76,10.85
2019-10-22,DL024,105.06,217.86,34.82,51.53,53.43,12.42
2019-10-23,DL024,140.09,286.66,42.87,39.16,55.85,18.31
2019-10-24,DL024,195.39,382.07,58.57,75.53,87.94,20.09
2019-10-25,DL024,140.59,281.23,48.95,57.81,70.7,16.93
2019-10-26,DL024,166.48,303.7,52.01,61.55,74.97,14.37
2019-10-27,DL024,243.27,363.45,50.69,55.04,70.54,18.66
2019-10-28,DL024,384.82,446.95,34.04,62.12,60.78,27.58
2019-10-29,DL024,329.0,474.06,175.95,70.82,181.3,16.52
2019-10-30,DL024,311.95,478.15,169.3,107.6,195.3,15.8
2019-10-31,DL024,333.86,491.27,88.09,64.43,106.08,16.24
2019-11-01,DL024,444.56,617.56,62.31,72.32,89.12,18.75
2019-11-02,DL024,335.81,465.23,29.36,44.89,47.74,14.92
2019-11-03,DL024,575.61,683.29,26.01,43.64,44.41,11.02
2019-11-04,DL024,284.58,383.59,27.6,35.53,41.73,11.52
2019-11-05,DL024,216.79,313.12,33.84,32.81,45.08,15.9
2019-11-06,DL024,102.26,217.71,58.2,44.25,71.08,13.38
2019-11-07,DL024,241.08,365.38,40.21,49.71,59.22,17.46
2019-11-08,DL024,187.56,289.59,69.67,44.52,80.53,16.66
2019-11-09,DL024,162.28,254.99,31.77,31.32,42.56,10.62
2019-11-10,DL024,229.79,329.08,20.56,35.1,35.98,18.23
2019-11-11,DL024,309.78,436.12,33.53,47.71,52.71,16.27
2019-11-12,DL024,447.79,576.19,35.32,53.71,57.37,17.47
2019-11-13,DL024,448.38,601.12,64.85,70.02,90.16,17.92
2019-11-14,DL024,463.41,654.58,92.93,94.43,125.96,18.83
2019-11-15,DL024,478.96,634.24,40.0,51.38,59.95,13.98
2019-11-16,DL024,204.15,332.46,17.42,31.2,30.8,11.62
2019-11-17,DL024,112.43,188.27,8.14,20.77,17.68,12.9
2019-11-18,DL024,126.95,210.65,28.14,28.23,37.95,10.75
2019-11-19,DL024,157.82,262.75,71.44,41.65,80.4,15.9
2019-11-20,DL024,196.75,319.93,76.48,49.17,88.51,15.99
2019-11-21,DL024,280.69,458.8,41.32,73.76,72.91,20.72
2019-11-22,DL024,263.99,404.91,62.71,59.62,82.83,18.51
2019-11-23,DL024,174.27,296.72,29.01,39.36,44.58,14.7
2019-11-24,DL024,132.22,229.65,10.74,30.68,25.08,13.82
2019-11-25,DL024,167.71,292.67,36.24,39.09,50.35,17.43
2019-11-26,DL024,142.3,288.2,74.73,37.32,80.78,22.4
2019-11-27,DL024,85.69,172.67,19.47,30.4,32.05,16.43
2019-11-28,DL024,40.24,79.35,8.43,20.58,17.83,14.34
2019-11-29,DL024,88.21,149.91,25.33,25.9,34.43,14.64
2019-11-30,DL024,129.44,206.17,24.39,25.58,33.49,12.38
2019-12-01,DL024,165.82,245.6,22.24,28.71,33.4,12.82
2019-12-02,DL024,186.32,287.16,37.75,35.17,49.48,13.8
2019-12-03,DL024,169.41,276.53,41.89,37.72,54.21,14.72
2019-12-04,DL024,240.15,370.84,47.07,45.02,62.32,15.62
2019-12-05,DL024,366.79,534.25,75.2,81.72,104.77,16.3
2019-12-06,DL024,310.28,462.06,80.8,44.64,89.62,14.9
2019-12-07,DL024,341.55,449.34,58.31,61.31,80.15,15.26
2019-12-08,DL024,372.71,479.04,55.2,71.53,83.01,15.59
2019-12-09,DL024,287.02,385.91,83.09,63.46,101.5,13.3
2019-12-10,DL024,308.56,417.29,75.71,68.48,97.95,14.05
2019-12-11,DL024,387.62,530.79,30.3,71.05,62.34,15.24
2019-12-12,DL024,310.38,434.75,45.91,54.51,66.42,12.28
2019-12-13,DL024,127.39,152.1,8.96,32.35,24.52,7.91
2019-12-14,DL024,148.23,193.84,29.93,31.32,41.06,12.24
2019-12-15,DL024,145.9,196.98,24.31,28.57,35.01,7.11
2019-12-16,DL024,151.54,200.12,7.15,27.6,20.38,9.65
2019-12-17,DL024,156.62,193.04,25.25,33.0,38.03,9.27
2019-12-18,DL024,234.34,294.1,40.84,49.74,59.74,8.53
2019-12-19,DL024,273.71,393.5,76.02,57.05,92.33,8.81
2019-12-20,DL024,385.49,514.21,63.3,73.39,92.19,8.78
2019-12-21,DL024,327.49,437.88,56.57,55.72,75.76,9.02
2019-12-22,DL024,193.54,252.65,14.03,39.04,32.18,7.63
2019-12-23,DL024,249.71,316.12,28.08,43.96,46.24,9.74
2019-12-24,DL024,339.44,486.22,51.41,64.33,76.14,9.43
2019-12-25,DL024,246.23,346.27,23.12,38.19,39.07,6.21
2019-12-26,DL024,262.38,373.78,20.2,42.52,38.98,6.92
2019-12-27,DL024,295.33,430.75,30.51,53.79,53.48,7.31
2019-12-28,DL024,366.02,551.48,81.41,52.39,94.24,9.2
2019-12-29,DL024,450.33,642.68,49.37,65.27,74.96,9.6
2019-12-30,DL024,391.28,578.74,89.19,47.9,98.19,9.43
2019-12-31,DL024,347.53,304.94,23.46,34.91,37.7,12.17
2020-01-01,DL024,539.96,560.72,70.99,57.16,88.28,14.6
2020-01-02,DL024,449.4,558.94,57.31,67.96,82.87,18.98
2020-01-03,DL024,311.36,411.28,27.72,42.19,45.0,12.74
2020-01-04,DL024,282.0,374.61,77.8,52.52,91.36,12.15
2020-01-05,DL024,218.5,291.09,37.95,45.26,54.97,10.55
2020-01-06,DL024,192.09,270.82,51.15,48.67,67.56,15.27
2020-01-07,DL024,124.48,174.18,35.13,38.98,49.38,12.78
2020-01-08,DL024,168.97,189.97,38.3,30.71,47.56,7.33
2020-01-09,DL024,153.69,188.24,9.75,24.76,19.96,7.95
2020-01-10,DL024,207.44,278.79,32.44,53.99,55.12,10.0
2020-01-11,DL024,286.06,365.09,55.28,52.68,73.09,14.76
2020-01-12,DL024,329.76,416.97,84.6,53.15,97.25,10.76
2020-01-13,DL024,301.1,424.14,53.75,50.8,70.84,13.0
2020-01-14,DL024,174.85,217.53,19.96,32.13,33.36,10.94
2020-01-15,DL024,172.15,239.34,28.97,38.3,43.99,10.1
2020-01-16,DL024,196.68,252.62,30.08,35.99,43.66,11.57
2020-01-17,DL024,154.91,192.64,25.02,27.25,34.89,7.7
2020-01-18,DL024,195.35,272.17,46.55,36.94,57.6,7.94
2020-01-19,DL024,179.24,247.21,12.68,27.18,24.79,7.41
2020-01-20,DL024,210.51,280.74,19.64,28.96,31.42,7.55
2020-01-21,DL024,231.99,352.08,44.18,31.06,52.55,8.58
2020-01-22,DL024,272.53,396.92,57.85,33.19,64.82,11.21
2020-01-23,DL024,103.1,156.73,8.69,29.1,22.57,11.52
2020-01-24,DL024,121.51,185.83,15.58,33.72,30.64,10.25
2020-01-25,DL024,199.65,282.43,53.43,45.83,67.94,10.61
2020-01-26,DL024,279.5,379.72,96.64,42.71,101.51,8.02
2020-01-27,DL024,276.09,406.53,95.39,60.07,109.73,34.31
2020-01-28,DL024,125.7,172.61,25.13,39.51,41.49,13.37
2020-01-29,DL024,125.21,166.53,26.68,32.78,39.2,12.85
2020-01-30,DL024,134.92,200.84,26.31,34.94,40.03,14.63
2020-01-31,DL024,132.17,192.03,23.55,35.88,38.28,13.68
2020-02-01,DL024,167.05,253.36,49.57,37.11,60.16,12.16
2020-02-02,DL024,189.0,264.05,28.57,37.25,43.11,12.14
2020-02-03,DL024,247.61,338.6,49.93,44.06,64.14,14.01
2020-02-04,DL024,319.19,466.06,78.13,54.84,92.88,19.95
2020-02-05,DL024,194.88,283.61,38.31,43.36,54.3,13.51
2020-02-06,DL024,188.39,262.2,25.71,39.25,41.84,15.61
2020-02-07,DL024,233.74,344.09,78.14,45.55,87.93,19.14
2020-02-08,DL024,193.42,271.84,26.25,35.99,40.55,15.23
2020-02-09,DL024,222.89,317.01,28.13,39.1,43.72,14.73
2020-02-10,DL024,258.17,368.69,56.88,44.44,70.0,14.42
2020-02-11,DL024,238.98,358.3,83.36,47.54,93.26,14.55
2020-02-12,DL024,209.02,321.44,37.08,40.24,51.63,19.95
2020-02-13,DL024,103.96,185.16,6.35,27.82,19.98,17.33
2020-02-14,DL024,77.85,165.19,4.56,21.12,14.96,14.46
2020-02-15,DL024,93.46,184.28,8.86,32.02,24.26,17.75
2020-02-16,DL024,170.2,269.41,28.43,40.0,44.46,20.24
2020-02-17,DL024,193.64,317.08,46.87,40.7,60.29,23.79
2020-02-18,DL024,164.25,277.18,32.89,49.46,58.24,27.67
2020-02-19,DL024,161.9,358.08,35.15,59.53,156.42,19.15
2020-02-20,DL024,109.0,279.38,14.65,42.48,34.53,14.01
2020-02-21,DL024,64.28,101.25,6.95,26.28,19.64,14.7
2020-02-22,DL024,86.86,145.31,31.27,30.88,41.93,17.67
2020-02-23,DL024,116.28,186.18,43.96,30.34,51.97,14.28
2020-02-24,DL024,81.58,154.66,22.82,33.8,36.58,16.59
2020-02-25,DL024,140.62,234.22,22.74,33.39,36.3,19.12
2020-02-26,DL024,150.33,266.31,47.01,36.46,57.71,16.69
2020-02-27,DL024,103.14,213.95,25.85,35.18,39.8,16.79
2020-02-28,DL024,90.72,173.9,9.47,29.0,23.15,12.53
2020-02-29,DL024,65.43,121.49,9.48,27.54,22.38,9.28
2020-03-01,DL024,63.14,110.47,27.58,30.9,38.93,13.51
2020-03-02,DL024,121.86,217.96,84.27,35.03,87.32,13.73
2020-03-03,DL024,88.39,183.52,53.57,31.54,60.46,13.48
2020-03-04,DL024,104.68,233.79,65.05,34.93,71.62,15.38
2020-03-05,DL024,28.61,69.62,14.8,42.01,34.41,11.47
2020-03-06,DL024,21.16,41.3,19.31,52.02,43.41,9.08
2020-03-07,DL024,54.6,103.21,28.32,56.21,52.98,10.87
2020-03-08,DL024,71.47,131.3,52.17,42.57,65.16,9.03
2020-03-09,DL024,66.6,131.39,13.79,41.27,33.2,8.67
2020-03-10,DL024,92.56,163.86,15.33,43.96,35.88,20.62
2020-03-11,DL024,53.92,112.02,14.36,48.48,37.5,16.12
2020-03-12,DL024,57.93,155.0,36.77,55.92,58.92,11.79
2020-03-13,DL024,64.66,191.19,55.81,55.0,74.7,12.1
2020-03-14,DL024,40.93,82.36,16.96,49.53,40.18,12.06
2020-03-15,DL024,61.21,119.44,29.79,48.71,50.19,14.04
2020-03-16,DL024,62.33,135.21,13.33,46.65,35.69,12.57
2020-03-17,DL024,74.24,148.44,19.82,49.62,42.54,16.17
2020-03-18,DL024,66.84,141.09,29.79,52.7,52.32,15.81
2020-03-19,DL024,89.89,176.62,56.76,54.38,75.2,20.95
2020-03-20,DL024,100.78,203.14,52.69,75.69,83.81,25.54
2020-03-21,DL024,76.71,158.92,30.8,53.52,54.6,20.6
2020-03-22,DL024,81.9,134.69,17.68,35.56,33.32,19.48
2020-03-23,DL024,53.81,95.64,6.59,33.67,23.22,15.68
2020-03-24,DL024,58.14,107.59,15.94,34.12,31.15,20.47
2020-03-25,DL024,37.96,68.54,8.68,19.54,17.47,13.22
2020-03-26,DL024,42.55,74.66,4.6,12.87,10.6,12.54
2020-03-27,DL024,28.25,49.92,5.09,12.87,11.0,11.49
2020-03-28,DL024,21.93,36.93,4.8,14.1,11.42,10.34
2020-03-29,DL024,26.48,55.34,3.96,10.06,8.59,10.63
2020-03-30,DL024,40.32,70.14,3.99,11.44,9.34,11.71
2020-03-31,DL024,36.51,68.7,3.93,12.0,9.59,12.21
2020-04-01,DL024,31.7,62.22,5.14,13.75,11.52,14.4
2020-04-02,DL024,26.45,57.32,3.96,8.57,7.79,13.28
2020-04-03,DL024,34.7,63.68,4.11,14.01,10.81,12.71
2020-04-04,DL024,45.81,74.49,4.63,17.75,13.23,12.26
2020-04-05,DL024,60.35,139.38,5.47,24.87,17.68,18.29
2020-04-06,DL024,71.49,147.5,4.99,18.7,14.01,16.25
2020-04-07,DL024,31.42,124.67,4.09,9.9,8.62,14.72
2020-04-08,DL024,30.98,104.29,4.11,10.07,8.71,13.22
2020-04-09,DL024,44.1,88.35,4.7,18.49,13.67,11.79
2020-04-10,DL024,85.08,141.47,6.81,25.1,18.89,3.1
2020-04-11,DL024,67.16,126.67,12.88,20.37,21.33,2.11
2020-04-12,DL024,44.46,91.14,4.5,12.84,10.51,1.83
2020-04-13,DL024,66.09,127.99,5.55,22.51,16.49,2.51
2020-04-14,DL024,54.81,128.06,7.81,33.43,24.15,1.56
2020-04-15,DL024,69.07,197.48,12.25,29.45,25.65,1.71
2020-04-16,DL024,71.6,174.02,16.25,25.34,26.74,1.66
2020-04-17,DL024,24.35,81.11,3.8,11.9,9.42,2.34
2020-04-18,DL024,23.45,97.23,3.82,11.31,9.13,2.57
2020-04-19,DL024,48.26,82.08,5.79,16.6,13.55,2.74
2020-04-20,DL024,54.85,104.47,9.7,24.68,21.04,2.65
2020-04-21,DL024,35.48,79.56,4.74,15.85,12.3,2.13
2020-04-22,DL024,55.54,112.09,6.12,23.07,17.27,1.47
2020-04-23,DL024,53.0,118.35,6.59,24.39,18.34,0.86
2020-04-24,DL024,63.74,120.84,6.07,27.33,19.49,1.04
2020-04-25,DL024,42.93,88.14,4.43,17.2,12.77,1.22
2020-04-26,DL024,43.68,108.58,4.39,16.51,12.37,2.07
2020-04-27,DL024,26.06,46.04,3.98,8.71,7.88,3.64
2020-04-28,DL024,53.45,89.59,4.33,15.71,11.89,1.74
2020-04-29,DL024,64.89,117.3,5.03,21.31,15.43,1.19
2020-04-30,DL024,48.82,113.41,4.55,18.13,13.35,1.02
2020-05-01,DL024,54.75,122.16,4.94,18.69,13.97,0.15
2020-05-02,DL024,42.75,96.35,4.51,14.01,11.13,1.0
2020-05-03,DL024,34.56,70.09,4.92,18.14,13.67,12.26
2020-05-04,DL024,37.03,62.35,5.74,17.45,13.96,2.09
2020-05-05,DL024,54.25,99.41,6.83,23.78,18.23,0.63
2020-05-06,DL024,58.94,157.25,6.81,30.63,21.85,15.94
2020-05-07,DL024,35.66,86.35,3.55,16.49,11.67,13.56
2020-05-08,DL024,43.25,99.89,3.59,16.41,11.66,16.51
2020-05-09,DL024,55.23,122.7,3.7,14.52,10.74,16.85
2020-05-10,DL024,41.93,112.15,3.86,12.68,9.9,13.8
2020-05-11,DL024,37.49,79.04,4.08,14.98,11.29,13.2
2020-05-12,DL024,39.51,82.07,5.23,18.31,14.01,16.85
2020-05-13,DL024,60.06,137.42,4.24,20.39,14.31,17.45
2020-05-14,DL024,41.05,103.96,8.82,21.59,18.68,12.96
2020-05-15,DL024,50.34,106.7,4.51,17.17,12.81,16.17
2020-05-16,DL024,72.32,130.7,3.89,19.34,13.45,19.22
2020-05-17,DL024,81.66,151.33,5.66,31.0,21.1,22.36
2020-05-18,DL024,89.06,163.59,6.7,33.32,23.18,29.35
2020-05-19,DL024,81.15,165.75,16.78,43.13,36.61,24.06
2020-05-20,DL024,59.05,130.99,4.53,24.88,16.92,19.81
2020-05-21,DL024,42.03,132.4,8.67,22.96,19.28,18.19
2020-05-22,DL024,74.73,172.82,24.39,51.14,47.09,27.74
2020-05-23,DL024,70.32,185.65,30.25,44.54,48.35,17.67
2020-05-24,DL024,41.22,154.24,7.55,27.26,20.6,15.2
2020-05-25,DL024,61.36,149.9,28.16,58.19,53.91,26.0
2020-05-26,DL024,46.64,157.95,34.04,57.07,58.13,15.78
2020-05-27,DL024,34.93,145.35,15.73,45.8,37.17,13.54
2020-05-28,DL024,35.16,238.52,2.28,20.8,12.92,12.8
2020-05-29,DL024,22.23,61.31,2.63,23.54,14.66,10.74
2020-05-30,DL024,21.29,47.91,3.1,22.7,14.6,10.2
2020-05-31,DL024,18.24,35.15,2.78,18.69,12.22,8.99
2020-06-01,DL024,51.7,86.65,4.11,35.07,22.0,17.87
2020-06-02,DL024,45.91,95.77,3.86,33.33,20.89,12.79
2020-06-03,DL024,52.2,111.17,3.72,40.37,24.49,18.32
2020-06-04,DL024,55.34,121.3,13.74,44.84,35.04,17.18
2020-06-05,DL024,42.91,87.41,5.07,38.31,24.51,14.9
2020-06-06,DL024,27.02,63.2,3.44,28.21,17.81,11.69
2020-06-07,DL024,46.44,91.74,3.9,35.6,22.12,15.22
2020-06-08,DL024,43.05,92.48,5.02,32.85,21.57,17.43
2020-06-09,DL024,63.19,136.62,14.68,48.8,37.92,19.39
2020-06-10,DL024,60.68,143.75,24.7,45.4,44.29,17.35
2020-06-11,DL024,57.08,132.57,11.58,42.95,32.28,16.29
2020-06-12,DL024,61.91,143.57,6.2,40.46,26.57,15.91
2020-06-13,DL024,47.6,133.16,4.47,38.22,23.98,13.02
2020-06-14,DL024,62.81,155.47,6.05,35.25,23.69,19.52
2020-06-15,DL024,45.86,116.91,3.54,33.4,20.66,16.3
2020-06-16,DL024,37.74,104.94,3.37,35.99,21.89,16.1
2020-06-17,DL024,27.5,78.11,3.06,20.76,13.55,12.0
2020-06-18,DL024,31.95,90.99,3.51,24.16,15.71,14.66
2020-06-19,DL024,47.05,188.19,3.23,24.78,15.81,14.86
2020-06-20,DL024,28.24,99.79,5.1,30.94,20.56,12.47
2020-06-21,DL024,35.19,85.81,6.5,32.45,22.56,13.27
2020-06-22,DL024,46.11,79.7,3.31,30.35,18.84,9.62
2020-06-23,DL024,22.99,52.02,4.02,20.58,14.23,8.37
2020-06-24,DL024,28.48,57.5,4.6,27.81,18.55,8.78
2020-06-25,DL024,38.76,72.96,4.81,33.76,21.88,8.02
2020-06-26,DL024,41.84,99.66,7.55,30.36,22.3,9.81
2020-06-27,DL024,28.16,134.16,4.65,25.26,17.23,8.14
2020-06-28,DL024,42.93,293.24,8.56,24.27,19.88,7.77
2020-06-29,DL024,33.37,163.76,4.18,32.57,20.53,11.01
2020-06-30,DL024,34.27,84.17,3.62,25.58,16.56,6.04
2020-07-01,DL024,44.75,125.25,2.83,20.12,12.97,7.62
2018-11-11,DL026,281.21,444.46,11.25,1.52,9.97,14.8
2018-11-12,DL026,295.19,483.7,2.93,1.04,2.91,15.87
2018-11-13,DL026,249.26,419.03,1.64,0.87,1.64,12.68
2018-11-14,DL026,138.72,225.93,1.12,0.54,1.04,12.85
2018-11-15,DL026,100.83,180.32,1.12,0.54,1.08,12.51
2018-11-16,DL026,145.55,244.15,1.24,0.56,1.23,11.15
2018-11-17,DL026,135.93,259.7,47.49,42.8,61.46,10.81
2018-11-18,DL026,175.35,308.12,76.42,53.93,91.02,12.62
2018-11-19,DL026,191.4,315.6,8.36,48.33,32.51,11.82
2018-11-20,DL026,216.96,363.92,66.55,56.73,84.35,12.2
2018-11-21,DL026,209.96,341.81,55.31,52.32,72.92,12.06
2018-11-22,DL026,131.23,295.54,102.55,65.16,118.25,12.95
2018-11-23,DL026,179.96,337.54,117.97,62.69,129.44,12.15
2018-11-24,DL026,96.06,220.42,29.77,49.58,50.64,11.88
2018-11-25,DL026,112.75,250.21,59.03,55.31,77.56,12.98
2018-11-26,DL026,189.69,366.21,134.54,67.66,145.67,14.89
2018-11-27,DL026,224.52,425.73,170.08,63.13,172.3,14.93
2018-11-28,DL026,201.72,395.99,170.73,49.67,166.0,15.14
2018-11-29,DL026,183.15,346.12,138.72,52.09,141.1,10.93
2018-11-30,DL026,176.75,333.65,56.79,52.54,74.24,11.62
2018-12-01,DL026,144.31,303.54,72.54,52.91,87.29,11.61
2018-12-02,DL026,161.27,328.92,206.79,55.86,198.34,12.72
2018-12-03,DL026,182.35,372.04,179.01,59.16,177.41,12.2
2018-12-04,DL026,212.77,402.17,213.51,63.62,207.89,13.91
2018-12-05,DL026,179.29,360.38,184.39,58.82,181.16,12.21
2018-12-06,DL026,250.5,464.08,257.89,66.38,248.18,12.75
2018-12-07,DL026,204.54,379.92,147.86,64.44,154.82,11.36
2018-12-08,DL026,216.1,371.5,125.78,70.09,139.84,11.56
2018-12-09,DL026,245.67,441.88,209.67,77.28,212.04,13.93
2018-12-10,DL026,306.77,537.9,141.83,67.39,151.44,12.53
2018-12-11,DL026,300.02,512.71,117.95,58.87,127.49,10.78
2018-12-12,DL026,187.48,303.04,58.76,47.45,73.12,10.09
2018-12-13,DL026,105.65,194.54,67.37,47.18,80.03,9.16
2018-12-14,DL026,119.06,213.33,53.42,45.9,67.97,9.95
2018-12-15,DL026,124.81,225.44,46.48,47.19,63.01,9.69
2018-12-16,DL026,130.5,248.58,59.78,50.82,75.76,10.97
2018-12-17,DL026,181.38,347.96,107.64,57.64,118.43,11.17
2018-12-18,DL026,187.15,339.75,70.18,64.38,91.62,13.15
2018-12-19,DL026,182.67,360.69,71.14,63.41,91.73,11.99
2018-12-20,DL026,225.67,427.52,183.76,70.78,187.4,14.21
2018-12-21,DL026,237.05,425.17,123.59,66.71,136.21,12.69
2018-12-22,DL026,316.85,547.5,109.11,71.8,127.47,14.36
2018-12-23,DL026,379.06,633.06,171.32,64.34,174.01,12.97
2018-12-24,DL026,361.67,611.75,200.84,73.92,203.38,12.53
2018-12-25,DL026,261.25,428.86,67.15,59.83,86.65,10.33
2018-12-26,DL026,191.99,346.03,58.82,60.36,80.06,12.4
2018-12-27,DL026,248.81,469.73,150.13,63.8,156.36,15.13
2018-12-28,DL026,215.94,392.29,50.29,58.62,72.16,12.0
2018-12-29,DL026,220.77,390.38,90.64,59.28,105.4,14.27
2018-12-30,DL026,360.1,528.47,244.6,67.02,237.1,15.97
2018-12-31,DL026,340.46,533.4,208.45,71.87,211.36,12.88
2019-01-01,DL026,332.23,503.28,129.14,66.76,140.76,14.06
2019-01-02,DL026,356.61,547.9,128.35,62.68,138.16,12.74
2019-01-03,DL026,377.25,535.18,98.29,70.02,117.35,12.42
2019-01-04,DL026,306.01,456.88,70.22,64.28,91.44,11.04
2019-01-05,DL026,318.19,476.35,83.64,50.57,95.07,10.93
2019-01-06,DL026,209.48,292.1,36.0,50.25,56.1,9.66
2019-01-07,DL026,205.52,307.5,72.81,50.8,86.45,11.64
2019-01-08,DL026,181.9,274.94,54.04,47.83,69.51,9.16
2019-01-09,DL026,149.83,248.85,42.91,48.34,60.72,10.67
2019-01-10,DL026,166.98,276.1,71.57,56.34,88.32,12.65
2019-01-11,DL026,333.15,500.94,213.69,70.67,247.97,15.43
2019-01-12,DL026,359.96,525.23,218.98,72.58,216.94,12.93
2019-01-13,DL026,308.74,445.19,107.54,62.85,121.07,11.45
2019-01-14,DL026,95.65,180.35,19.69,46.37,40.7,10.46
2019-01-15,DL026,130.96,228.81,36.36,50.7,56.7,11.31
2019-01-16,DL026,296.4,460.15,159.66,61.17,163.12,15.32
2019-01-17,DL026,411.75,586.75,186.34,74.13,191.67,14.7
2019-01-18,DL026,241.9,374.46,74.72,64.17,95.08,11.06
2019-01-19,DL026,248.4,404.02,127.14,61.23,136.24,14.42
2019-01-20,DL026,330.1,536.58,203.8,68.55,204.6,14.71
2019-01-21,DL026,158.92,266.0,29.44,41.63,46.14,9.15
2019-01-22,DL026,56.53,80.71,5.61,27.87,19.11,8.35
2019-01-23,DL026,119.46,187.93,64.36,34.77,70.93,11.07
2019-01-24,DL026,137.39,229.73,48.12,33.75,57.13,11.65
2019-01-25,DL026,71.61,126.2,14.65,39.24,32.75,9.97
2019-01-26,DL026,93.29,162.27,12.15,36.69,29.43,10.34
2019-01-27,DL026,128.25,207.39,20.66,40.68,38.5,10.09
2019-01-28,DL026,113.42,208.9,30.59,43.42,48.04,10.71
2019-01-29,DL026,130.58,243.62,41.67,46.78,58.6,12.0
2019-01-30,DL026,182.1,335.48,81.94,51.97,94.35,15.16
2019-01-31,DL026,176.23,346.21,95.82,44.62,101.81,12.61
2019-02-01,DL026,155.6,262.46,20.99,42.27,39.58,9.65
2019-02-02,DL026,177.1,277.01,18.82,38.95,36.08,8.21
2019-02-03,DL026,133.15,225.14,21.93,36.01,37.03,8.25
2019-02-04,DL026,114.52,228.31,73.13,47.83,85.05,9.61
